PÉRIODE DE RÉFÉRENCE;GÉO;DGUID;Type de matières récupérées;Sources des matières préparées en vue du recyclage;UNITÉ DE MESURE;IDENTIFICATEUR D'UNITÉ DE MESURE;FACTEUR SCALAIRE;IDENTIFICATEUR SCALAIRE;VECTEUR;COORDONNÉES;VALEUR;STATUS;SYMBOLE;TERMINÉ;DÉCIMALES
2018;Saskatchewan;2021A000247;Verre;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315459;9.3.2;;x;;;0
2018;Saskatchewan;2021A000247;Verre;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315460;9.3.3;;x;;;0
2018;Saskatchewan;2021A000247;Métaux ferreux;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315461;9.4.1;;x;;;0
2018;Saskatchewan;2021A000247;Métaux ferreux;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315462;9.4.2;;x;;;0
2018;Saskatchewan;2021A000247;Métaux ferreux;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315463;9.4.3;;x;;;0
2018;Saskatchewan;2021A000247;Cuivre et aluminium;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315464;9.5.1;7673;;;;0
2018;Saskatchewan;2021A000247;Cuivre et aluminium;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315465;9.5.2;6778;;;;0
2018;Saskatchewan;2021A000247;Cuivre et aluminium;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315466;9.5.3;895;;;;0
2018;Saskatchewan;2021A000247;Métaux mélangés;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315467;9.6.1;1621;;;;0
2018;Saskatchewan;2021A000247;Métaux mélangés;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315468;9.6.2;990;;;;0
2018;Saskatchewan;2021A000247;Métaux mélangés;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315469;9.6.3;631;;;;0
2018;Saskatchewan;2021A000247;Électroménagers;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315470;9.7.1;1855;;;;0
2018;Saskatchewan;2021A000247;Électroménagers;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315471;9.7.2;999;;;;0
2018;Saskatchewan;2021A000247;Électroménagers;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315472;9.7.3;856;;;;0
2018;Saskatchewan;2021A000247;Matériel électronique;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315473;9.8.1;2344;;;;0
2018;Saskatchewan;2021A000247;Matériel électronique;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315474;9.8.2;;..;;;0
2018;Saskatchewan;2021A000247;Matériel électronique;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315475;9.8.3;;..;;;0
2018;Saskatchewan;2021A000247;Matières plastiques;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315476;9.9.1;10773;;;;0
2018;Saskatchewan;2021A000247;Matières plastiques;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315477;9.9.2;9913;;;;0
2018;Saskatchewan;2021A000247;Matières plastiques;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315478;9.9.3;860;;;;0
2018;Saskatchewan;2021A000247;Récipients triangulaires et aseptiques;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315479;9.10.1;1886;;;;0
2018;Saskatchewan;2021A000247;Récipients triangulaires et aseptiques;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315480;9.10.2;;x;;;0
2018;Saskatchewan;2021A000247;Récipients triangulaires et aseptiques;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315481;9.10.3;;x;;;0
2018;Saskatchewan;2021A000247;Textiles;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315482;9.11.1;0;;;;0
2018;Saskatchewan;2021A000247;Textiles;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315483;9.11.2;0;;;;0
2018;Saskatchewan;2021A000247;Textiles;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315484;9.11.3;0;;;;0
2018;Saskatchewan;2021A000247;Pneus;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315485;9.12.1;17057;;;;0
2018;Saskatchewan;2021A000247;Pneus;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315486;9.12.2;;..;;;0
2018;Saskatchewan;2021A000247;Pneus;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315487;9.12.3;;..;;;0
2018;Saskatchewan;2021A000247;Déchets provenant de la construction, de la rénovation et de la démolition;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315488;9.13.1;3987;;;;0
2018;Saskatchewan;2021A000247;Déchets provenant de la construction, de la rénovation et de la démolition;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315489;9.13.2;;x;;;0
2018;Saskatchewan;2021A000247;Déchets provenant de la construction, de la rénovation et de la démolition;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315490;9.13.3;;x;;;0
2018;Saskatchewan;2021A000247;Toutes les matières organiques;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315491;9.14.1;33058;;;;0
2018;Saskatchewan;2021A000247;Toutes les matières organiques;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315492;9.14.2;24805;;;;0
2018;Saskatchewan;2021A000247;Toutes les matières organiques;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315493;9.14.3;8253;;;;0
2018;Saskatchewan;2021A000247;Déchets de nourriture et matières organiques séparées à la source;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1586588783;9.16.1;;x;;;0
2018;Saskatchewan;2021A000247;Déchets de nourriture et matières organiques séparées à la source;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1586588784;9.16.2;;..;;;0
2018;Saskatchewan;2021A000247;Déchets de nourriture et matières organiques séparées à la source;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1586588785;9.16.3;;..;;;0
2018;Saskatchewan;2021A000247;Feuilles et résidus de jardin;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1586588786;9.17.1;15610;;;;0
2018;Saskatchewan;2021A000247;Feuilles et résidus de jardin;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1586588787;9.17.2;;..;;;0
2018;Saskatchewan;2021A000247;Feuilles et résidus de jardin;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1586588788;9.17.3;;..;;;0
2018;Saskatchewan;2021A000247;Autres matières organiques;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1586588789;9.18.1;;x;;;0
2018;Saskatchewan;2021A000247;Autres matières organiques;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1586588790;9.18.2;;..;;;0
2018;Saskatchewan;2021A000247;Autres matières organiques;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1586588791;9.18.3;;..;;;0
2018;Saskatchewan;2021A000247;Autres matières;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315494;9.15.1;1349;;;;0
2018;Saskatchewan;2021A000247;Autres matières;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315495;9.15.2;838;;;;0
2018;Saskatchewan;2021A000247;Autres matières;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315496;9.15.3;511;;;;0
2018;Alberta;2021A000248;Toutes les matières;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315497;10.1.1;930862;;;;0
2018;Alberta;2021A000248;Toutes les matières;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315498;10.1.2;;..;;;0
2018;Alberta;2021A000248;Toutes les matières;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315499;10.1.3;;..;;;0
2018;Alberta;2021A000248;Toutes les fibres de papier;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315500;10.2.1;254955;;;;0
2018;Alberta;2021A000248;Toutes les fibres de papier;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315501;10.2.2;140097;;;;0
2018;Alberta;2021A000248;Toutes les fibres de papier;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315502;10.2.3;114858;;;;0
2018;Alberta;2021A000248;Verre;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315503;10.3.1;68952;;;;0
2018;Alberta;2021A000248;Verre;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315504;10.3.2;63136;;;;0
2018;Alberta;2021A000248;Verre;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315505;10.3.3;5816;;;;0
2018;Alberta;2021A000248;Métaux ferreux;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315506;10.4.1;40108;;;;0
2018;Alberta;2021A000248;Métaux ferreux;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315507;10.4.2;5535;;;;0
2018;Alberta;2021A000248;Métaux ferreux;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315508;10.4.3;34573;;;;0
2018;Alberta;2021A000248;Cuivre et aluminium;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315509;10.5.1;17439;;;;0
2018;Alberta;2021A000248;Cuivre et aluminium;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315510;10.5.2;12945;;;;0
2018;Alberta;2021A000248;Cuivre et aluminium;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315511;10.5.3;4494;;;;0
2018;Alberta;2021A000248;Métaux mélangés;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315512;10.6.1;13180;;;;0
2018;Alberta;2021A000248;Métaux mélangés;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315513;10.6.2;6397;;;;0
2018;Alberta;2021A000248;Métaux mélangés;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315514;10.6.3;6783;;;;0
2018;Alberta;2021A000248;Électroménagers;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315515;10.7.1;13842;;;;0
2018;Alberta;2021A000248;Électroménagers;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315516;10.7.2;9866;;;;0
2018;Alberta;2021A000248;Électroménagers;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315517;10.7.3;3976;;;;0
2018;Alberta;2021A000248;Matériel électronique;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315518;10.8.1;10111;;;;0
2018;Alberta;2021A000248;Matériel électronique;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315519;10.8.2;;..;;;0
2018;Alberta;2021A000248;Matériel électronique;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315520;10.8.3;;..;;;0
2018;Alberta;2021A000248;Matières plastiques;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315521;10.9.1;37086;;;;0
2018;Alberta;2021A000248;Matières plastiques;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315522;10.9.2;30266;;;;0
2018;Alberta;2021A000248;Matières plastiques;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315523;10.9.3;6820;;;;0
2018;Alberta;2021A000248;Récipients triangulaires et aseptiques;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315524;10.10.1;;x;;;0
2018;Alberta;2021A000248;Récipients triangulaires et aseptiques;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315525;10.10.2;;x;;;0
2018;Alberta;2021A000248;Récipients triangulaires et aseptiques;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315526;10.10.3;;x;;;0
2018;Alberta;2021A000248;Textiles;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315527;10.11.1;;x;;;0
2018;Alberta;2021A000248;Textiles;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315528;10.11.2;;x;;;0
2018;Alberta;2021A000248;Textiles;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315529;10.11.3;;x;;;0
2018;Alberta;2021A000248;Pneus;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315530;10.12.1;67611;;;;0
2018;Alberta;2021A000248;Pneus;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315531;10.12.2;;..;;;0
2018;Alberta;2021A000248;Pneus;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315532;10.12.3;;..;;;0
2018;Alberta;2021A000248;Déchets provenant de la construction, de la rénovation et de la démolition;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315533;10.13.1;71041;;;;0
2018;Alberta;2021A000248;Déchets provenant de la construction, de la rénovation et de la démolition;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315534;10.13.2;12408;;;;0
2018;Alberta;2021A000248;Déchets provenant de la construction, de la rénovation et de la démolition;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315535;10.13.3;58633;;;;0
2018;Alberta;2021A000248;Toutes les matières organiques;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315536;10.14.1;322218;;;;0
2018;Alberta;2021A000248;Toutes les matières organiques;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315537;10.14.2;238548;;;;0
2018;Alberta;2021A000248;Toutes les matières organiques;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315538;10.14.3;83671;;;;0
2018;Alberta;2021A000248;Déchets de nourriture et matières organiques séparées à la source;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1586588792;10.16.1;178089;;;;0
2018;Alberta;2021A000248;Déchets de nourriture et matières organiques séparées à la source;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1586588793;10.16.2;;..;;;0
2018;Alberta;2021A000248;Déchets de nourriture et matières organiques séparées à la source;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1586588794;10.16.3;;..;;;0
2018;Alberta;2021A000248;Feuilles et résidus de jardin;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1586588795;10.17.1;62071;;;;0
2018;Alberta;2021A000248;Feuilles et résidus de jardin;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1586588796;10.17.2;;..;;;0
2018;Alberta;2021A000248;Feuilles et résidus de jardin;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1586588797;10.17.3;;..;;;0
2018;Alberta;2021A000248;Autres matières organiques;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1586588798;10.18.1;82058;;;;0
2018;Alberta;2021A000248;Autres matières organiques;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1586588799;10.18.2;;..;;;0
2018;Alberta;2021A000248;Autres matières organiques;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1586588800;10.18.3;;..;;;0
2018;Alberta;2021A000248;Autres matières;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315539;10.15.1;3769;;;;0
2018;Alberta;2021A000248;Autres matières;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315540;10.15.2;1887;;;;0
2018;Alberta;2021A000248;Autres matières;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315541;10.15.3;1882;;;;0
2018;Colombie-Britannique;2021A000259;Toutes les matières;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315542;11.1.1;1742710;;;;0
2018;Colombie-Britannique;2021A000259;Toutes les matières;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315543;11.1.2;;..;;;0
2018;Colombie-Britannique;2021A000259;Toutes les matières;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315544;11.1.3;;..;;;0
2018;Colombie-Britannique;2021A000259;Toutes les fibres de papier;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315545;11.2.1;553596;;;;0
2018;Colombie-Britannique;2021A000259;Toutes les fibres de papier;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315546;11.2.2;119987;;;;0
2018;Colombie-Britannique;2021A000259;Toutes les fibres de papier;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315547;11.2.3;433609;;;;0
2018;Colombie-Britannique;2021A000259;Verre;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315548;11.3.1;118109;;;;0
2018;Colombie-Britannique;2021A000259;Verre;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315549;11.3.2;72748;;;;0
2018;Colombie-Britannique;2021A000259;Verre;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315550;11.3.3;45361;;;;0
2018;Colombie-Britannique;2021A000259;Métaux ferreux;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315551;11.4.1;69254;;;;0
2018;Colombie-Britannique;2021A000259;Métaux ferreux;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315552;11.4.2;15997;;;;0
2018;Colombie-Britannique;2021A000259;Métaux ferreux;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315553;11.4.3;53257;;;;0
2018;Colombie-Britannique;2021A000259;Cuivre et aluminium;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315554;11.5.1;24870;;;;0
2018;Colombie-Britannique;2021A000259;Cuivre et aluminium;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315555;11.5.2;3455;;;;0
2018;Colombie-Britannique;2021A000259;Cuivre et aluminium;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315556;11.5.3;21415;;;;0
2018;Colombie-Britannique;2021A000259;Métaux mélangés;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315557;11.6.1;54508;;;;0
2018;Colombie-Britannique;2021A000259;Métaux mélangés;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315558;11.6.2;32301;;;;0
2018;Colombie-Britannique;2021A000259;Métaux mélangés;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315559;11.6.3;22207;;;;0
2018;Colombie-Britannique;2021A000259;Électroménagers;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315560;11.7.1;23983;;;;0
2018;Colombie-Britannique;2021A000259;Électroménagers;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315561;11.7.2;10740;;;;0
2018;Colombie-Britannique;2021A000259;Électroménagers;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315562;11.7.3;13243;;;;0
2018;Colombie-Britannique;2021A000259;Matériel électronique;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315563;11.8.1;16893;;;;0
2018;Colombie-Britannique;2021A000259;Matériel électronique;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315564;11.8.2;;..;;;0
2018;Colombie-Britannique;2021A000259;Matériel électronique;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315565;11.8.3;;..;;;0
2018;Colombie-Britannique;2021A000259;Matières plastiques;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315566;11.9.1;68137;;;;0
2018;Colombie-Britannique;2021A000259;Matières plastiques;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315567;11.9.2;31341;;;;0
2018;Colombie-Britannique;2021A000259;Matières plastiques;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315568;11.9.3;36796;;;;0
2018;Colombie-Britannique;2021A000259;Récipients triangulaires et aseptiques;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315569;11.10.1;291;;;;0
2018;Colombie-Britannique;2021A000259;Récipients triangulaires et aseptiques;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315570;11.10.2;53;;;;0
2018;Colombie-Britannique;2021A000259;Récipients triangulaires et aseptiques;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315571;11.10.3;238;;;;0
2018;Colombie-Britannique;2021A000259;Textiles;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315572;11.11.1;1270;;;;0
2018;Colombie-Britannique;2021A000259;Textiles;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315573;11.11.2;1270;;;;0
2018;Colombie-Britannique;2021A000259;Textiles;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315574;11.11.3;0;;;;0
2018;Colombie-Britannique;2021A000259;Pneus;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315575;11.12.1;50230;;;;0
2018;Colombie-Britannique;2021A000259;Pneus;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315576;11.12.2;;..;;;0
2018;Colombie-Britannique;2021A000259;Pneus;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315577;11.12.3;;..;;;0
2018;Colombie-Britannique;2021A000259;Déchets provenant de la construction, de la rénovation et de la démolition;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315578;11.13.1;123841;;;;0
2018;Colombie-Britannique;2021A000259;Déchets provenant de la construction, de la rénovation et de la démolition;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315579;11.13.2;40167;;;;0
2018;Colombie-Britannique;2021A000259;Déchets provenant de la construction, de la rénovation et de la démolition;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315580;11.13.3;83674;;;;0
2018;Colombie-Britannique;2021A000259;Toutes les matières organiques;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315581;11.14.1;615683;;;;0
2018;Colombie-Britannique;2021A000259;Toutes les matières organiques;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315582;11.14.2;388632;;;;0
2018;Colombie-Britannique;2021A000259;Toutes les matières organiques;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315583;11.14.3;227051;;;;0
2018;Colombie-Britannique;2021A000259;Déchets de nourriture et matières organiques séparées à la source;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1586588801;11.16.1;243569;;;;0
2018;Colombie-Britannique;2021A000259;Déchets de nourriture et matières organiques séparées à la source;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1586588802;11.16.2;;..;;;0
2018;Colombie-Britannique;2021A000259;Déchets de nourriture et matières organiques séparées à la source;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1586588803;11.16.3;;..;;;0
2018;Colombie-Britannique;2021A000259;Feuilles et résidus de jardin;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1586588804;11.17.1;131435;;;;0
2018;Colombie-Britannique;2021A000259;Feuilles et résidus de jardin;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1586588805;11.17.2;;..;;;0
2018;Colombie-Britannique;2021A000259;Feuilles et résidus de jardin;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1586588806;11.17.3;;..;;;0
2018;Colombie-Britannique;2021A000259;Autres matières organiques;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1586588807;11.18.1;240679;;;;0
2018;Colombie-Britannique;2021A000259;Autres matières organiques;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1586588808;11.18.2;;..;;;0
2018;Colombie-Britannique;2021A000259;Autres matières organiques;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1586588809;11.18.3;;..;;;0
2018;Colombie-Britannique;2021A000259;Autres matières;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315584;11.15.1;22045;;;;0
2018;Colombie-Britannique;2021A000259;Autres matières;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315585;11.15.2;17249;;;;0
2018;Colombie-Britannique;2021A000259;Autres matières;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315586;11.15.3;4796;;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Toutes les matières;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315587;12.1.1;29319;;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Toutes les matières;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315588;12.1.2;;..;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Toutes les matières;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315589;12.1.3;;..;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Toutes les fibres de papier;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315590;12.2.1;4900;;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Toutes les fibres de papier;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315591;12.2.2;2128;;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Toutes les fibres de papier;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315592;12.2.3;2772;;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Verre;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315593;12.3.1;286;;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Verre;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315594;12.3.2;249;;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Verre;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315595;12.3.3;37;;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Métaux ferreux;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315596;12.4.1;8352;;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Métaux ferreux;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315597;12.4.2;2588;;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Métaux ferreux;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315598;12.4.3;5764;;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Cuivre et aluminium;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315599;12.5.1;272;;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Cuivre et aluminium;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315600;12.5.2;269;;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Cuivre et aluminium;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315601;12.5.3;3;;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Métaux mélangés;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315602;12.6.1;611;;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Métaux mélangés;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315603;12.6.2;109;;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Métaux mélangés;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315604;12.6.3;502;;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Électroménagers;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315605;12.7.1;114;;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Électroménagers;Sources des matières résidentielles récupérées;Tonnes;287;unités;0;v1248315606;12.7.2;103;;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Électroménagers;Sources des matières non résidentielles récupérées;Tonnes;287;unités;0;v1248315607;12.7.3;11;;;;0
2018;Yukon, Territoires du Nord-Ouest et Nunavut;2021A00016;Matériel électronique;Toutes les sources des matières récupérées;Tonnes;287;unités;0;v1248315608;12.8.1;260;;;;0
